순번,제목,내용,사용자_정보,카페명,작성일,링크
91,퇴직금운용 irp계좌개설,"지금 은행권에 퇴직연금계좌 보유하고 있구요. 내년에 “퇴직금”나오면 따로 관리할려고 생각중입니다. 수수료 절약도 할겸 증권사에서 irp계좌 개설할까 하는데 어느 증권사가 좋을까요? 사용편의성,수수료 평생무료 등등 고려해서요. 회원님들의 많은 도움 부탁드립니다~^^","미국 주식이 미래다
2025.05.15.",카페명 없음,날짜 없음,https://cafe.naver.com/likeusstock/1238317?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imxpa2V1c3N0b2NrIiwiYXJ0aWNsZUlkIjoxMjM4MzE3LCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.oRr5l_N2-0BW5wjLyG3Bo0udww36mpqXjfRiHwYqg6I
92,"하나은행 개인형 IRP, 퇴직연금과 절세를 동시에 준비를 해야하지않을까!","하나은행 개인형 IRP, 퇴직연금과 절세를 동시에 준비하는 현명한 선택 노후 자금 준비는 누구에게나 중요한 과제입니다. 특히 2025년 현재, 경제적 불확실성과 고령화 사회 진입이 가속화되며 ‘국가 연금만으로 부족하다’는 인식이 확산되고 있습니다. 그 대안으로 떠오른 것이 바로 개인형 (Individual Retirement Pension) 계좌입니다. 그중에서도 하나은행 개인형 는 금융권에서도 높은 안정성과 다양한...","[금융꿀팁]직장인/주부/서민/아파트론/대환/사잇돌/저금리/대출
5일 전",카페명 없음,날짜 없음,https://cafe.naver.com/loveshake1/145720?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImxvdmVzaGFrZTEiLCJhcnRpY2xlSWQiOjE0NTcyMCwiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.wOk6kxstp2S6MeGH2Moc9OKPAky6KyTxZNBwKYaiHp4
93,혹시 irp잘 아시는분 계실까요?,내는 동안에도 금액을 좀 줄이거나 늘이는게 별로 힘들지 않아서 걍 맥스로 넣고 있는 중이거든요~ Irp도 그게 가능한가요? 1. 일하는 동안 돈 넣다가 폐업 이후로 해약하진 않아도 걍 계좌 유지만도... 노란우산이나 irp나?) 이제 3년차라 폐업이 아직 멀었다 생각하지만 사람일이란게 한치앞을 내다볼 수가 없다보니 뭐하나 하기가 겁나네요ㅠㅠ 혹시 아시는 분 계시면 알려주세요~ 혹시 은행마다 다르다면...,"성공하는 공부방 운영하기
대표
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/makegoodstudy/706431?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im1ha2Vnb29kc3R1ZHkiLCJhcnRpY2xlSWQiOjcwNjQzMSwiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.8KXOKsJ9ANpy05mk2qOrsMXhK3UpzIT0WBqwgHpb2K8
94,IRP계좌 궁금증~(금융공부해야지ㅠㅠ),"근로소득자 일 때, 만든 IRP계좌에 돈이 생길 때, 20-30만원씩이라도 매월 저축하듯 모아가도 노후 자금에 도움이 되는 거겠죠? 1년 금액한도가 있던데, 이건 저도 공부해봐야겠어요. 노후준비 막막하네요ㅠ","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.05.06.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/271628?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjcxNjI4LCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.LTn2HsCsBlVKCJex7BzAz8FeIe9yk6r8RSzG8KHAPFc
95,퇴직금 중간정산 irp계좌가 필수인가요?,"기존에 퇴직자에 대한 퇴직금 지급시에는 IRP계좌로 지급했는데 인터넷 검색해보니... 퇴직금 중간정산(퇴직연금 중도인출) 시에는 IRP계정으로 지급하지 않아도 된다 라고 하는데, 그럼 이번에 퇴직금 중간정산 신청한 직원들에게 일반계좌 통장으로 세액 공제하고 지급해도 될까요!? 일반계좌 통장으로 지급이 가능하다면 법적 근거가 어디에 있는지 궁금합니다...","경리-회계 직장인들의 쉼터
2025.04.26.",카페명 없음,날짜 없음,https://cafe.naver.com/aclove/616933?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImFjbG92ZSIsImFydGljbGVJZCI6NjE2OTMzLCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.Jliivyao7RIcwKdkwpQNsMtSf8MVGdrl5G56b9W8I5c
96,국민은행 퇴직연금 IRP 중요하다 체크합시다.!,"이를 대비하기 위한 방법 중 하나가 바로 퇴직연금 제도이며, 그 중에서도 **IRP(개인형 퇴직연금)**는 자영업자, 직장인, 공무원 등 누구나 자발적으로 가입할 수 있는 매우 유용한 은퇴 준비 수단입니다. 오늘은 국민은행에서 제공하는 상품에 대해 자세히 알아보겠습니다. 란 무엇인가요? 는 ‘Individual Retirement Pension’의 줄임말로, 개인이 은퇴 이후를 대비해 자금을 장기적으로 적립할 수 있도록...","[금융꿀팁]직장인/주부/서민/아파트론/대환/사잇돌/저금리/대출
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/loveshake1/145297?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImxvdmVzaGFrZTEiLCJhcnRpY2xlSWQiOjE0NTI5NywiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.DDt2BxCsyzrEGTopmOpm49K2b6pJYaND4K0zh_BZv9Y
97,irp도 운용상품을 한번씩 바꿔주는게 좋은거 같아요,그냥 귀찮아서 미장 Tdf하고 냅뒀는데 누적수익률 15%까지 가다 10%까지 떨어져서 최근에 국내 금융지주 밸류업 때문에 괜찮다 생각 들어서(대선이후 증시부양 등 고려) 국장 고배당주로 상품 바꾸고 나서 수익률 확 좋아졌네요 납입한지 3년 넘어서 연환산수익률은 6%정도네요,"●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN
대표
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/dieselmania/45863585?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpZXNlbG1hbmlhIiwiYXJ0aWNsZUlkIjo0NTg2MzU4NSwiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.vLY9DfbAbCueumS4PruEsPW56kZK2axqah80UxSf6rI
98,IRP 고객납입금 구분관리 관련 ..,"현재 삼성증권에 IRP로 퇴직금 재원을 운영중이며, 퇴직연금 개시 하지 않은상태입니다. 이 계좌에 개인납입금을 추가해 총 평가금액을 키우려고 확인 중에 아래 이미지와 같이 고객납입금과 기존 퇴직금 재원이 완전 구분되서 운영/관리 되게 되어 있어서 2개의 계좌와 유사한 형태로 통합운영(매도, 매수, 잔고 확인 등)이 않되어 불편합니다. 혹시 삼성증권 외 다른 증권사의 운영 하시는 분들은 어떠신지요?...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.04.28.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/269574?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjY5NTc0LCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.xdrRnqwTLdd_gxzhnG8MQSbSPOzpdGKmQpHrmiBdnu4
99,IRP 퇴직연금 관련질문,"Q) ""확정기여형-DC"" 라고 되어있는 퇴직연금 계좌를 보유하고 있습니다. 선배님들께서 흔히들 조언해주시는 ""세액공제 혜택을 위해서 IRP계좌에 300만원/년 불입해라"" 라고 하시는 내용은 위 퇴직연금계좌에 그냥 입금해서 투자하면 되는건가요? 아니면 새로 IRP 계좌를 만들어야 가능한건가요? 지나가시는길에 아시는분 보시게 되면 댓글 부탁드리겠습니다~ 오늘도 즐거운 하루 되십시오~~!!","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.03.26.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/261059?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjYxMDU5LCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.yvnWLg4CAy9v1RfGo0eFLp9WNP6trVa7EC6-zsq06Zo
100,퇴직연금IRP 국내 ETF와 해외 ETF 비중은 어떻게 해야할지...,"회사에서 운영하는 퇴직연금 DC형 외에, 개인적으로 퇴직연금 IRP를 새로 가입했습니다. IRP 계좌는 처음이다 보니 어떻게 운용부터가 막히네요 특히 퇴직연금IRP 국내 ETF와 해외 ETF 비중은 어떻게 해야할지... 전문가님께서 추천해주시는 IRP ETF 종목들을 참고하고 싶습니다. TDF 같은 상품과 ETF 운용은 어떤 점이 차이가 있는지도 알고 싶고 퇴직연금 를 제대로 운용하기 위한 퇴직연금 국내...","[머니트렌드] IFA 재무설계/자산관리/재테크/보험리모델링상담
1일 전",카페명 없음,날짜 없음,https://cafe.naver.com/bisml/37992?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImJpc21sIiwiYXJ0aWNsZUlkIjozNzk5MiwiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.BSwyqQAD0g55MLgxDq5KSNpvKfFTEODtfT8Er-m1GFw
101,퇴직연금DB -> DC IRP로 전환 시 기존 IRP로 받는 게 좋은가요 ?,제목(한번더 입력) → 퇴직연금DB -> DC IRP로 전환 시 기존 IRP로 받는 게 좋은가요 ? 내용 → 퇴직연금DB -> DC IRP로 전환 시 기존 IRP로 받는 게 좋은가요 ? 곧 다니는 회사의 DB형 퇴직연금을 미래엣셋 증권사 DC IRP로 받고자 합니다. 미래에 올해 초 IRP계좌를 열어서 운용중입니다. 아직 세액공제 받지 않은 금액을 300정도 인입 했습니다. 그런데 한 금융기관에 2개의 를 가질 수 없다고 하더군요....,"평생주식카페 (SBS 쩐의전쟁 출연 재야고수의 주식정보1위카페 )
2025.04.20.",카페명 없음,날짜 없음,https://cafe.naver.com/ustock/4768203?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InVzdG9jayIsImFydGljbGVJZCI6NDc2ODIwMywiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.XxxZn2vtPu9Bno2qL9JobTLs_EsXspK3BfPIYChrCmU
102,농협 irp 계좌개설 정확하게 알고 시작해봅시다.!,"농협 IRP 계좌개설, 제대로 알고 시작하자! 은퇴 이후의 삶, 준비하고 계신가요? 국민연금만으로는 부족할 수 있는 노후자금. 이제는 누구나 스스로 노후를 준비해야 하는 시대입니다. 그 중심에 있는 제도가 바로 **IRP(개인형퇴직연금)**인데요. 오늘은 많은 분들이 이용하는 농협 계좌 개설 방법과 함께 의 장점, 유의사항 등을 자세히 알아보겠습니다. 란 무엇인가요? (Individual Retirement Pension)는...","[금융꿀팁]직장인/주부/서민/아파트론/대환/사잇돌/저금리/대출
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/loveshake1/145289?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImxvdmVzaGFrZTEiLCJhcnRpY2xlSWQiOjE0NTI4OSwiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.qXZ8EIJPZECfKW4KiZBj1jXNLmoiNVSsU_-aEZIj-YU
103,퇴직금 IRP로 받으면 세금을 또 내는건가요?,이때까지 퇴직금은 통장에 바로꽂혔어서 별 신경 안썼는데 이전 직장은 증권사의 퇴직연금 IRP계좌에 있는데 이번에 퇴직하면서 제 개인통장으로 옮길려니까 중도해지를 해야히는데 기타소득세16.5% 내야하더라구요..? 원래 이렇게 받나요..?,"●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN
대표
2주 전",카페명 없음,날짜 없음,https://cafe.naver.com/dieselmania/45836910?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpZXNlbG1hbmlhIiwiYXJ0aWNsZUlkIjo0NTgzNjkxMCwiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.rA-Jlw-CsZiqrhqaJxIiP1UHlUFxn5d8vpcMB60u0Jo
104,IRP 및 개인연금저축 ETF 문의 드립니다.,"여기 와서 IRP 개인연금저축 ISA를 알게 되었고, 하나씩 공부하고 있습니다. 너무 많이 늦었네요 ㅠㅠ 은퇴년도는 불확실해서요 수호신 나른한오후 및 다른분들 글도 읽고 있는데,,,제 기준 잡기가 어렵네요 제 목표는 월배당으로 생활비를 받는것입니다. IRP ISA 이제서야 만들었구요 (개인연금저축은 아직 못만들었음) 여기 선배님들이 경험이 훨씬 많으셔서 질문드립니다. 질문) + 개인연금저축 = 년 1800까지...","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.03.28.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/261544?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjYxNTQ0LCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.Mfuf-oKLj6ZSyAIpCIeVzqXVWlPXnVZ9brWBpP3BPVc
105,기업은행 irp 계좌개설 할때 주의사항 꼼꼼하게 잘보자!,"기업은행 IRP 계좌 개설 시 꼭 알아야 할 사항들 요즘 직장인부터 프리랜서까지 많은 사람들이 노후 준비를 위해 개인형 퇴직연금, 즉 IRP(Individual Retirement Pension) 계좌를 개설하고 있습니다. 그중에서도 신뢰도 높은 국책은행인 기업은행() 계좌에 관심이 많아지는 추세입니다. 하지만 단순히 ‘좋다’는 이유로 가입했다가 불이익을 겪는 경우도 있어, 계좌 개설 전 꼭 확인해야 할 몇 가지 주의사항에...","[금융꿀팁]직장인/주부/서민/아파트론/대환/사잇돌/저금리/대출
1주 전",카페명 없음,날짜 없음,https://cafe.naver.com/loveshake1/145390?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImxvdmVzaGFrZTEiLCJhcnRpY2xlSWQiOjE0NTM5MCwiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.FwSoqHLIGmfmIqx8JgaSbb41x9TVO0jkh5tXRMEkQGk
106,아직 퇴직전 개인적으로 든 irp 도 55세부터 수령해야 퇴직소득세 절감될까요?,안녕하세요 남편이 아직 퇴직전이고 개인적으로 세액공제용으로 매년 900만원씩 든 irp 가 있고 현재 5000만원 가량 됩니다 제가 여쭙고 싶은것은 회사에서 퇴직할때 받는 퇴직금이 아닌 이렇게 개인적으로 든 irp도 퇴직전이라도 55세부터 조금이라도 수령하는것이 퇴직소득세 절감에 좋을까요? 조언부탁드립니다 감사합니다,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.05.06.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/271624?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjcxNjI0LCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.7JzANuCPAuGXhyfXjabf2FApSSBWaxuWC_6yqiP51nA
107,irp잘아시는분,하나은행irp 가입하고 3개월만에 중도해지하면 손실보나요??,"●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN
대표
1주 전",카페명 없음,날짜 없음,https://cafe.naver.com/dieselmania/45870903?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRpZXNlbG1hbmlhIiwiYXJ0aWNsZUlkIjo0NTg3MDkwMywiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.XyV12CNhvIHbFXs1bGj04Szi0KGAM-lvKJFEOKgwAsY
108,개인irp 연금 계좌 보유 종목 궁금,"안녕하세요 제꺼 개인irp 종목 현황인데 개인irp에 다들 어떤 종목 보유하십니까? 저는 아래와 같이 가지고 있는데 종목이 좀 많죠? 갖고 싶은 게 많아서 사다 보니 저리 되었네요 보유 잔액으로 s&p500, 나스닥100을 추매 할련지 아니면 기존 종목에 또 들어가던지 새롭게 다른 종목을 들어갈지 고민입니다 제 고민에 대한 현명한 답변 해주실 분 계실까요! 어떤 조언도 모두 환영입니다!","미국 주식이 미래다
2025.03.05.",카페명 없음,날짜 없음,https://cafe.naver.com/likeusstock/1186427?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imxpa2V1c3N0b2NrIiwiYXJ0aWNsZUlkIjoxMTg2NDI3LCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.hYdPKmEdlGYEuuxqeKpD-Fz-x6tBJb6Pj9YDSvj-dUE
109,IRP 문의 드립니다. ^^:,"여쭤볼 말씀은 다름이 아니라, IRP에 관해 입니다. 직장에서 퇴직해서 (적지만) 퇴직금을 받아야 하는데요. 올해부터는 법이 바뀌어서 IRP게좌로만 넣어 준다고 하네요... 잠깐요~ 그동안 IRP라는 얘기는 많이 들었지만, 이게 뭐였는지는 오늘에서야 알았습니다. 퇴직연금저축.... 검색을 조금해보니 바로 찾을 수 있는 것도 아니고, 55세 될때까지 묵혀두는 거네요... (다들 일찍시작하시고, 다들 투자도 잘 하시는 것...","거북이투자법-[무료 주식카페,저평가 우량주,가치투자,주식투자]
2025.02.26.",카페명 없음,날짜 없음,https://cafe.naver.com/geobuk2/1982053?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imdlb2J1azIiLCJhcnRpY2xlSWQiOjE5ODIwNTMsImlzc3VlZEF0IjoxNzUwNzI4MjMwMjg0fQ.VUyHNy0igcDJpYuJhW0kSqzalXAVXCTNafnaJwQ89aE
110,irp.신협 연금저축 문의,아직 irp.isa 공부를 제대로 못했어요 이제하려구요~ 그전에 제가 가입한걸보니 교보생명 연금저축 신협 연금저축 가입해서 넣고있더라구요 ㅡㆍㅡ 이번에 irp 가입하니 한도가 저 두곳꺼 제외하고 넣을수있어서.. 교보는 오래되어서 그냥둘까하고있는데 신협은 몇달안되서요 매달40씩넣는데 저거 해지하고 계좌에 나머지 다 넣는게 나을지..문의 드립니다. 1800까지 가능하다해서 900넣고 900은 다른...,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.02.23.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/252033?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjUyMDMzLCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.Z3mXNzGlL9bwikyi_FdXjIizJ3MDKyMqta4cCP0pYvQ
111,연저펀 & IRP 기계적 적립인증 (21달째),IRP 연저펀 금일 월급날이여서 정기적으로 자산을 구매했습니다. 현재 중구난방으로 되었던 연저펀 포트를 지수형으로 단순화 하고 있는 중이네요! 저녁에는 정기적 해외자산 매수 예정입니다. 모두 좋은 하루 되세요!,"한국/미국주식 : 장기투자를 지향하는 대표 주식카페
2025.05.20.",카페명 없음,날짜 없음,https://cafe.naver.com/pointns/517492?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InBvaW50bnMiLCJhcnRpY2xlSWQiOjUxNzQ5MiwiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.PVjsmFxIUr02OdhMy-qGtrPphmlu702QgJPrCBtzVLg
112,irp에 어떤 고배당 etf 넣으시나요,연저편과 isa 이제 채우고 마지막으로 irp 넣으려고 하는데 절세계좌에 고배당주로 꽉 채워놓을려고 합니다. irp 에 추가할만한 etf 주식 어떤게 있을까요,"은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.03.24.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/260524?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjYwNTI0LCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.-6u2COBqXJCr5213ovOlJqwjVsQ2fOR0zQI33s73wr8
113,미래에셋 irp에서 tdf매수관련,"제목 그대로 irp계좌에서 tdf를 매수 하려는데, 요새는 tdf에 etf가 붙는 상품들이 존재 하더라구요, 목돈 900만원을 미리 넣어논 상황이고 2050만기를 기점으로 상품매수 하려는데, etf가 붙는 tdf 상품을 매수하는게 좋을까요? 그리고 일반매수(목돈을 한번에 넣는것)과 월 정해진금액(12개월or24개월 나눠 75~37만원정도)로 자동매수 하는게 좋을까요? 연금 초보라 자세한 답변 부탁드립니다......","은퇴 후 50년 [시니어·실버·노후·귀농·모임]
대표
2025.04.28.",카페명 없음,날짜 없음,https://cafe.naver.com/dlxogns01/269547?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRseG9nbnMwMSIsImFydGljbGVJZCI6MjY5NTQ3LCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.NF1DMWeNJFNbceVrffVk7dahZT4kEbSE1LLayi5kmy8
114,Irp 퇴직금 운용,안년하세요. 퇴직금 1억 정도를 irp계좌에서 운용하려고 합니다. 안정적으로 분산하여 투자할 만한 종목 추천 부탁드립니다. 감사합니다.,"부동산 스터디'
대표
2025.05.04.",카페명 없음,날짜 없음,https://cafe.naver.com/jaegebal/5694097?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImphZWdlYmFsIiwiYXJ0aWNsZUlkIjo1Njk0MDk3LCJpc3N1ZWRBdCI6MTc1MDcyODIzMDI4NH0.Q4hJigpPrrGd2CCoxNUhDubm9hgGrNCUbL4QcxrSZb0
115,연금저축보험을 다시 들지 irp로 시작할지 고민이네요,40대 공무원이며 연말정산 혜택을 위해 연금저축보험을 10년 납입하여 만기되었는데요 다시 시작해야할 시기인데 연금저축보험을 다시 들지 irp로 시작할지 고민이네요. 안전하게 수익도 낼 수 있으면 좋겠는데 연금저축보험은 사업비가 나간다하고.. 그래서 irp를 해볼까 했는데 도 수수료도 생각해야하더라구요? 안정형 성격이라 공격적으로 이것저것 해볼 자신은 없고 .. 연말정산 혜택도 보면서...,"[머니트렌드] IFA 재무설계/자산관리/재테크/보험리모델링상담
23시간 전",카페명 없음,날짜 없음,https://cafe.naver.com/bisml/38002?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImJpc21sIiwiYXJ0aWNsZUlkIjozODAwMiwiaXNzdWVkQXQiOjE3NTA3MjgyMzAyODR9.KO8OD1qDZP0e3LaAfCifTEVmwQ9ti_3ibdwBl-oOdt8
